npi,name,status,enumerated,official,official_title,address,city,zip,phone,primary_adc,n_locations
1568846616,GOLDEN ADULT DAY CARE INC,A,2015-07-17,EUNICE PARK,Owner,53-57 WEST FORT LEE ROAD,BOGOTA,07603,201-457-1007,True,0
1750686291,GOLDEN AGE CARE LLC,A,2011-01-13,GALINA GOLDEN,LLC Member,209 COMMERCIAL CT,MORGANVILLE,07751,732-583-9999,True,0
1326187071,"GOLDEN AGE CARE, LLC",A,2007-02-06,GALINA GOLDEN,Managing Member,209 COMMERCIAL COURT,MORGANVILLE,07751,732-583-9999,True,0
1740315118,"GOLDEN AGE EXCELL,LLC",A,2007-02-23,ALEXANDER BRYN,owner,14000 SAGEMORE DR,MARLTON,08053,856-988-9001,True,0
1053682187,GOLDEN AGE SADC,A,2012-01-20,STEVEN METELSKY,President,3601 KINGS HWY,BROOKLYN,11234,201-675-8754,True,0
1942820196,GOLDEN DAYS ADULT CARE CENTER LLC,A,2020-04-17,ASHISH DESAI,OWNER,24 ROSSOTTO DR,HAMDEN,06514,732-284-6020,True,0
1649469511,GOLDEN ERA MEDICAL ADULT DAY CARE LLC,A,2007-10-17,HERAT PURANI,Owner,36 MERIDIAN RD,EDISON,08820,190-832-9555,True,0
1992057459,"GOLDEN HEART ADULT DAY CARE, INC",A,2012-10-09,SPARSHIL PATEL,C.E.O.,101 SHORE RD,SOMERS POINT,08244,609-788-0067,True,0
1861771321,GOLDEN PATH ADULT DAY HEALTH CARE INC.,A,2011-08-15,VIKTOR DUBINSKIY,Administrator,50 CHARLES ST,NEW BRUNSWICK,08901,732-640-1122,True,0
1346637956,GOLDEN RETREAT ADULT DAY CARE CENTER LLC,A,2015-04-21,PRITI BHARGAVA,President,247 W RAMAPO AVE,MAHWAH,07430,201-927-9434,True,0
1457477077,GOLDEN YEARS ADULT DAY CARE CENTER,A,2007-03-22,LYUBOV ILIACHINE,owner,1225 MCBRIDE AVE,WOODLAND PARK,07424,973-783-4112,True,0
1831419464,GOLDEN YEARS ADULT SOCIAL DAYCARE LLC,A,2010-06-05,DANIEL JOHNSON,Managing Member,2 WRIGHT LN,FAR HILLS,07931,201-697-4998,True,0
1164605234,GOLDEN YEARS CARE LLC,A,2007-12-12,GALINA GOLDEN,MANAGING MEMBER,20 JACKSON ST,FREEHOLD,07728,732-845-3332,True,0
1548618341,GOLDEN YEARS DAY CARE INC.,A,2016-06-02,ELI KIPERMAN,CEO,50 SOUTH MUNN AVE,EAST ORANGE,07018,201-349-2635,True,0
1710346085,"GOLDEN YEARS DAY CARE, INC",A,2016-02-15,ORIANNE SMITH,Administrator,966 PINES TER,FRANKLIN LAKES,07417,973-776-2205,True,0
1770961088,GOOD DAY CARE CENTER INC,A,2015-05-07,DANIEL KIM,PRESIDENT,109 S ROUTE 303,CONGERS,10920,201-370-2300,True,0
1528291663,GOOD SHEPARD ADULT DAY CARE LLC,A,2009-08-24,RAGAE WASSEF,President,725 VALLEY BROOK AVE,LYNDHURST,07071,201-933-0711,True,0
1932749835,GRACE &MERCY HOME HEALTHCARE INC,A,2020-01-09,ALEYAMMA JOSEPH,DON,"4095 QUAKER BRIDGE RD, PRINCETON JUNCTION, NJ 08550",WEST WINDSOR,08550,609-964-7770,True,0
1881016657,GRACE ADULT DAY CARE INC,A,2014-01-14,DANIEL KIM,President,543 SHALER BLVD,RIDGEFIELD,07657,201-370-2300,True,0
1245546621,"GRACELAND ADULT MEDICAL DAY CARE,INC",A,2010-08-24,CAROLYN ZAKREVSKY,CEO,316 MADISON AVE,PERTH AMBOY,08861,732-347-0074,True,0
1235257940,"HADDON HOUSE ADULT MEDICAL DAY CARE, LLC",A,2007-03-27,ROOSEVELT NESMITH,Managing Partner,1470 HADDON AVE,CAMDEN,08103,856-964-3100,True,0
1306051941,HAPPY DAYS ADULT DAY HEALTHCARE CENTER,A,2007-05-14,STEVE KLEIMAN,Member,67 S MUNN AVE,EAST ORANGE,07018,973-678-0755,True,0
1336354919,HAPPY DAYS II ADULT HEATHCARE,A,2007-05-14,STEVE KLEIMAN,Member,1060 BROAD ST,NEWARK,07102,973-643-3500,True,0
1568677144,HAPPY DAYS III ADULT HEALTHCARE,A,2007-05-14,STEVE KLEIMAN,Member,591 MONTGOMERY ST,JERSEY CITY,07302,201-938-0300,True,0
1801739172,HAPPY MINDS ADULT CARE LLC,A,2026-04-13,PULIN AMIN,Managing Member,2888 RTE 10 E,MORRIS PLAINS,07950,973-216-1784,True,0
1063743946,"HARMONY ADULT MEDICAL DAY CARE CENTER, INC.",A,2010-01-16,MARINA GLEIZER,Vice president,220 CENTENNIAL AVE,PISCATAWAY,08854,732-665-6014,True,0
1114787546,HARRISBURG HOME ADULT DAY CARE CENTER LLC,A,2024-03-21,ASHISH DESAI,OWNER,3400 N 6TH ST,HARRISBURG,17110,732-284-6020,True,0
1760042337,"HART OF GOLD CARE, INC.",A,2019-06-17,SHARON HARRIS,Director,358 N HOOK RD,PENNSVILLE,08070,609-556-9971,False,1
1871754200,HBA MANAGEMENT INC,A,2008-06-18,THOMAS LONERGAN,Administrator,92 BRICK RD,MARLTON,08053,856-489-4520,True,0
1699702670,"HBA PEDIATRIC MEDICAL DAY CARE, LLC",A,2006-06-27,CAROL BRAUN,Business Office Manager,1401 ATLANTIC AVE,ATLANTIC CITY,08401,609-344-8400,True,0
1033576426,"HEALTHCARE PROVIDERS, LLC",A,2016-01-15,YECHEZKEL/CHARLES STEINHARTER,Manager,53 HADDONFIELD RD,CHERRY HILL,08002,856-414-9400,True,0
1871070888,HEART TO HEART,A,2018-07-23,MOSHE ROSENBERG,CEO,433 WOODBURY GLASSBORO RD,SEWELL,08080,973-678-5500,False,2
1255893830,HELPING US BE OF HOPE,A,2019-04-03,TERRELL MYERS,Owner,1 HAWTHORNE CT,MAPLE SHADE,08052,609-903-7113,False,0
1568818656,HENLUCY HEALTH SYSTEM LLC,A,2016-05-09,OLAPEMI OBOLANLE,President,68 GARSIDE ST,NEWARK,07104,862-930-6688,False,0
1477028926,HENLUCY HEALTH SYSTEM LLC,A,2018-10-11,OLAPEMI OBOLANLE,President,68 GARSIDE ST,NEWARK,07104,862-930-6688,False,0
1710480355,"HERITAGE ADULT ENRICHMENT CENTER, LLC",A,2018-03-09,RENE MALTS,Owner/Administrator,440 WASHINGTON ST,ORANGE,07050,973-677-2273,True,0
1154203974,HOLMDEL ADULT MEDICAL DAY CARE,A,2025-07-23,NIVINE TITRE,Administrator,2145 RTE 35,HOLMDEL,07733,732-772-9041,True,0
1750036661,HOLY DOVE CHRISTIAN FELLOWSHIP,A,2022-02-18,THERESA AYERS,ADMINISTRATOR,915 STUYVESANT AVE,IRVINGTON,07111,973-996-5575,True,0
1215718812,HOM STAFFING AND HOME CARE LLC,A,2023-10-10,MARIAMA BAH,CEO,2 CYPRESS POINT RD,MOUNT HOLLY,08060,609-724-5703,False,0
1609010792,HOME SWEET HOME ADULT MED. DAY LLC,A,2009-04-21,PAULA BOYD,Administrator,860 ROUTE 168,TURNERSVILLE,08012,609-220-1184,True,0
1467874438,HOME SWEET HOME OPERATIONS LLC,A,2014-01-10,ALBERT ROSENBERG,Member,550 N BROAD ST,ELIZABETH,07208,908-994-0050,True,0
1205675998,"HOPE HARBOR SENIOR SERVICES, LLC",A,2024-05-22,EMMANUELLA VALME,Executive Director,941 WHITE HORSE AVE STE 1,TRENTON,08610,475-225-5331,False,0
1922139328,HOPEWELL MEDICAL ADULT DAY CARE,A,2007-03-08,MARY CUDJOE,CEO  Administrator,290 CHESTNUT ST,NEWARK,07105,973-817-8500,True,0
1760700116,HSH ADULT MEDICAL DAY CARE LLC,A,2010-05-10,MARIANNE DELUCA,Director of Nursing/Owner,860 ROUTE 168,TURNERSVILLE,08012,856-481-4066,True,0
1770990400,"HSH HOLDING, LLC",A,2014-07-15,PAUL WRIGHT,OWNER,860 ROUTE 168,TURNERSVILLE,08012,856-481-4066,True,0
1124745138,IBRNG,A,2022-10-21,ASHIER RESPES,CEO,10 LAKESIDE AVE,CHERRY HILL,08003,856-449-3190,True,0
1154724573,INFINITY HEALTHCARE SERVICES LLC,A,2014-09-30,MARK HUNTER,Vice President,610 YORK RD STE 400,JENKINTOWN,19046,267-799-4486,False,2
1548737240,IRVINGTON ADULT DAY CARE CENTER,A,2018-10-31,KAILASH GUPTA,Consultant,62-70 HOWARD STREET,IRVINGTON,07111,862-285-2449,True,0
1811153760,IRVINGTON HEALTHCARE PROVIDERS LLC,A,2008-07-31,CHAVIE KATZ,BILLING MANAGER,170 53RD ST,BROOKLYN,11232,718-567-0400,True,0
1033459813,ISELIN ADULT DAY CARE CENTER LLC,A,2013-02-15,SUNIL PATEL,Partner,477 LINCOLN HWY,ISELIN,08830,201-803-3072,True,0
1952971137,IYAHO SOCIAL SERVICES OF NEW JERSEY INC,A,2021-06-29,HENRY EROMOSELE,Executive Director,491 MANALAPAN RD STE 7,SPOTSWOOD,08884,516-280-5930,False,0
1770998833,JAY SHREE KRISHNA LLC,A,2014-06-27,NITA PANCHAL,Member,101 INDUSTRIAL AVE,LITTLE FERRY,07643,973-202-5072,True,0
1992045405,JAY SHREE KRISHNA MOONACHIE LLC,A,2013-02-20,PARUL SHAH,Member,311 E PARK ST,MOONACHIE,07074,973-202-5072,True,0
1447590716,JAY SHREE KRISHNA PISCATAWAY LLC,A,2013-02-25,KAMAL PANCHAL,Member,201 CIRCLE DR N,PISCATAWAY,08854,973-202-5072,True,0
1093911042,JEWISH COMMUNITY CENTER ON THE PALISADES,A,2007-06-26,VIVIAN KORNER,"Director, Kaplen Adult Reach Center",411 E CLINTON AVE,TENAFLY,07670,201-569-7900,True,0
1952743692,JEWISH COMMUNITY CENTER ON THE PALISADES,A,2013-07-23,SHELLEY LEVY,"Director, Special Services",411 EAST CLINTON AVENUE,TENAFLY,07670,201-408-1489,False,0
1538666177,JIAN YANG AND KANGER HOUSE LLC,A,2018-04-10,HUACHENG WANG,VP,48 HORSEHILL RD,CEDAR KNOLLS,07927,862-520-9205,True,0
1417581257,"JOEY'S QUEST, LLC",A,2020-03-02,KELLY DECHERT,CEO,800 ATLANTIC CITY BLVD,BAYVILLE,08721,732-314-6191,False,0
1679805451,"JOY COMETH IN THE MORNING, LLC",A,2010-02-04,THUMBELINA NEWSOME,Sole Owner,451 ORANGE RD,MONTCLAIR,07042,973-710-0220,True,0
1487011821,JOY OF LIFE ADULT DAY CARE CENTER LLC,A,2016-01-15,KETAN SHAH,Member,1751 NORTH SECOND STREET,MILLVILLE,08332,856-440-5990,True,0
1508385600,JUAN GRANA,A,2017-09-11,,,1115 GLOBE AVE,MOUNTAINSIDE,07092,908-561-8888,True,0
1639217524,JUST HOME INC,A,2007-02-02,ILONA BEKKERMAN,Administrator,7 EDGEBORO RD,EAST BRUNSWICK,08816,732-432-9990,True,0
1831013259,KEYS TO THE HEART LLC,A,2026-08-07,DANIELLE GAILLARD,executive director,1127 RIVINGTON ST,ROSELLE,07203,732-522-3243,True,0
1235566407,KRISHNA PATEL,A,2013-10-03,,,36 MERIDIAN RD,EDISON,08820,732-549-2273,True,0
1184335077,LAKEWOOD STUDY SQUARE INC,A,2022-12-12,HANNAH STEFANSKY,Trustee,313 3RD ST,LAKEWOOD,08701,732-547-1912,True,0
1417798414,"LAMBERTVILLE ESTATE,LLC",A,2024-06-04,SHANE NEWELL,Owner,36 ROCKTOWN LAMBERTVILLE RD,LAMBERTVILLE,08530,609-460-4497,False,0
1881454221,LEBANON ADULT DAY CARE CENTER LLC,A,2024-03-21,ASHISH DESAI,OWNER,924 RUSSELL DR,LEBANON,17042,732-284-6020,True,0
1134834120,LENDING HANDS SUPPORT SERVICES LLC,A,2023-01-16,MARGARITA WHEELWRIGHT,Co-founder,100 FRANKLIN SQUARE DR 4TH FLOOR,SOMERSET,08873,609-306-0568,False,0
1982476339,LETS TALK BEHAVIORAL HEALTH LLC,A,2023-10-27,YOLANDA ATKINSON,Owner,676 AMBOY AVE,WOODBRIDGE,07095,732-925-6972,True,0
1740811330,LIBERTY SOCIAL ADULT DAY CARE LLC,A,2020-01-31,HEMANG PATEL,President,13011 LIBERTY AVE,SOUTH RICHMOND HILL,11419,732-766-5899,True,0
1790081255,LIFE AT SAINT MICHAEL'S INC.,A,2011-02-01,SUSAN WOOD,Executive Director,155 JEFFERSON ST,NEWARK,07105,973-465-2710,True,0
1144429184,"LONG LIFE ADULT DAY CARE, LLC",A,2007-07-11,ELLA EFMAN,Administrator,596 ANDERSON AVE,CLIFFSIDE PARK,07010,201-943-7111,True,0
1447391230,"LONG LIFE ADULT DAY CARE, PC",A,2007-02-12,YELENA KORENFELD,Owner,596 ANDERSON AVE,CLIFFSIDE PARK,07010,201-943-7111,True,0
1366393761,LUMINA CARE NJ LLC,A,2026-02-03,PREET SINGH,Managing Partner,3140 PRINCETON PIKE,LAWRENCEVILLE,08648,609-423-9274,True,0
1689990723,"LUTHERAN SENIOR HEALTHCARE, INC.",A,2010-04-14,JEANNINE RICHMAN,CFO,377 JERSEY AVENUE,JERSEY CITY,07302,201-706-2091,True,0
1285392506,MAGNOLIA ADULT DAY CARE LLC,A,2021-12-03,LUCINDA AVLONITIS,Co-Owner,2300 3RD ST,FORT LEE,07024,201-482-4500,True,0
1407655004,MAHANAIM SANCTUARY A NJ NONPROFIT CORPORATION,A,2025-03-07,DOMINIQUE SAINT-PREUX,Secretary / Project Manager,135 PERRYVILLE RD,HAMPTON,08827,908-460-3038,True,0
1902605595,MAHANAIM SANCTUARY A NJ NONPROFIT CORPORATION,A,2025-03-07,DOMINIQUE SAINT-PREUX,Secretary / Project Manager/COO,135 PERRYVILLE RD,HAMPTON,08827,908-460-3038,True,0
1588048896,MANAV LLC,A,2015-07-16,HETAL DALIA,MANAGING PARTNER,4 CROSSROADS DR STE 108,HAMILTON,08691,732-754-5666,True,0
1851871370,MARIO MILLAN,A,2018-08-14,,,114 WASHINGTON AVENUE,BELLEVILLE,07109,973-429-0525,True,0
1801142658,MARY SALPAS,A,2012-07-31,,,2475 MCCLELLAN AVE,PENNSAUKEN,08109,856-675-3355,True,0
1659877058,"MATAWAN ADULT DAY CARE, LLC",A,2018-04-04,WILLIAM ZENGERLE,Executive Director,3996 COUNTY RD 516 STE 101,MATAWAN,07747,732-391-8100,True,0
1689637936,MATHENY SCHOOL AND HOSPITAL,A,2006-04-08,STEVEN PROCTOR,President,1467 HIGHLAND AVENUE,PEAPACK,07977,908-234-0011,True,0
1588627012,MATHENY SCHOOL AND HOSPITAL,A,2006-04-07,STEVEN PROCTOR,President,216 VALLEY PARK,HILLSBOROUGH,08844,908-904-1055,True,0
1770546020,"MATHENY SCHOOL AND HOSPITAL,INC.",A,2006-04-08,VINCENT BARBA,CMO,65 HIGHLAND AVE,PEAPACK,07977,908-234-0011,False,0
1992338875,MEDICAL ADULT DAY CARE AT PRINCETON HEALTH CAMPUS LLC,A,2020-02-19,NALIN PATEL,Director,2 HOSPITAL DRIVE,PLAINSBORO,08536,609-356-7800,True,1
1194972372,MER ASSOCIATES LLC,A,2008-08-19,MIKHAIL LIPSKY,Manager,615-625 MAIN AVE,PASSAIC,07055,917-731-9930,True,0
1962741611,MERIDIAN ADULT DAY CARE LLC,A,2013-01-31,DAXA PATEL,Owner,495 N 13TH ST,NEWARK,07107,973-477-3836,True,0
1831998905,METROPOLITAN LIFE CORE CORPORATION,A,2025-03-11,JAMIE RYAN,Administrator,300 BROADWAY,BAYONNE,07002,201-243-0555,True,0
1225228299,MI CASA ES SU CASA II,A,2007-07-26,ANTONIO GINES,Owner/CEO,30 S MAPLE AVE,RIDGEWOOD,07450,201-652-8434,True,0
1104333947,MIDDLESEX SOCIAL DAYCARE LLC,A,2018-01-02,VARUN MALHOTRA,Administrator,21 CORTLANDT ST,EDISON,08837,908-510-6529,True,0
1437669884,MINDING MIRACLES,A,2017-10-11,KATHLEEN DEMARCO,President,405 HIGHWAY 36,PORT MONMOUTH,07758,732-291-0810,False,0
1437524378,MINDING MIRACLES,A,2015-12-03,KATHLEEN DEMARCO,President,405 HIGHWAY 36,PORT MONMOUTH,07758,848-757-2123,False,0
1720393580,MINDING MIRACLES LEARNING CENTER,A,2010-08-17,ELIZABETH DEMARCO,CEO,405 HIGHWAY 36,PORT MONMOUTH,07758,848-757-2123,False,1
1275233322,MOHAMED CONTEH,A,2023-03-07,,,500 ADAMS LN APT 8G,NORTH BRUNSWICK,08902,173-266-6894,False,1
1982878567,MORNING STAR ADULT DAY CARE,A,2008-04-15,STEPHANIE LARBI,DIRECTOR,90 KYLE WAY,EWING,08628,609-718-0153,True,0
1679236764,MORNING STAR SUPPORTIVE SERVICES CORPORATION,A,2021-10-16,HALIMAT AKANBI,Executive Director,2509 PARK AVE,SOUTH PLAINFIELD,07080,551-312-8522,False,2
1629454764,MORRIS ADULT DAY CARE LLC,A,2015-07-30,WILLIAM ZENGERLE,COO,784 ROUTE 46,PARSIPPANY,07054,973-794-4455,True,0
1689283186,MOVING FORWARD DEVELOPMENTAL CENTER L L C,A,2020-07-30,KEELAN VICTOR,Director,210 S BLACK HORSE PIKE,BLACKWOOD,08012,856-542-8929,True,0
1245617786,MT BETHEL DAY PROGRAM LLC,A,2015-05-05,DEENA SCHAFFER,CFO,"67 MOUNTAIN BLVD, SUITE 201",WARREN,07059,908-757-7000,True,0
1316153521,MUHLENBERG REGIONAL MEDICAL CENTER,A,2007-05-15,RICHARD SMITH,CFO,80 JAMES ST,EDISON,08820,732-632-1571,True,0
1750435798,"MY DAY HOME, LLC",A,2007-01-23,ARACELY HERNANDEZ,Administrator,120 COMMERCE WAY,TOTOWA,07512,973-890-5888,True,0
1053597096,MY HOME ADULT DAY CARE CENTER,A,2008-01-20,PRADIP KABARIA,President,37 BROOK AVE,MAYWOOD,07607,201-291-8811,True,1
1518470269,"MYADULTDAYCARE, LLC",A,2017-11-15,SANJAY CHITALE,Managing Partner,141 SOUTH AVE STE 201,FANWOOD,07023,732-742-4105,True,0
1346808805,NADIA SPEIGHTS- BENTON,A,2019-05-30,,,230 BERKELEY AVE FL 2,NEWARK,07107,973-303-5881,False,0
1831651082,NAND GHANSHYAM,A,2019-04-04,SRUTIVALLABHDAS SWAMI,ADMINISTRATOR,347 ELIZABETH AVE,SOMERSET,08873,972-489-8092,True,0
1689488231,NARAYAN SEVA NIKETAN LLC,A,2025-02-04,BELABEN AMIN,Owner,217 DURHAM AVE,SOUTH PLAINFIELD,07080,732-512-8279,True,0
1457849416,NAZARENE COMMUNITY DEVELOPMENT FOUNDATION INC.,A,2018-04-25,DYHEIM WATSON,CEO,1500 S 8TH ST,CAMDEN,08104,856-365-0642,True,0
1164042230,"NECESSARY RESOURCES, LLC",A,2020-04-19,JODYANN BLAGROVE,CEO,130 US HIGHWAY 22 E FL 1,NORTH PLAINFIELD,07060,908-540-0500,True,0
1376071241,"NEPTUNE ADULT DAY HEALTH CENTER, INC.",A,2017-05-23,ULYANA YAGODINTSEVA,Administrator,3405 ROUTE 33,NEPTUNE,07753,732-918-0663,True,0
1114547890,NESCONSET OPERATING LLC,A,2020-04-22,MARK FRIEDMAN,Owner,45 ROCKY POINT RD,MIDDLE ISLAND,11953,631-924-0700,True,0
1013537786,NESCONSET OPERATING LLC,A,2020-04-22,MARK FRIEDMAN,Owner,575 CLAYTON ST,CENTRAL ISLIP,11722,201-731-1700,True,0
1164551883,NEW COMMUNITY ECF AND MDC CENTER,A,2007-03-06,DAVID SPATOLA,Director,266 S ORANGE AVE,NEWARK,07103,973-624-2020,True,0
1356028021,NEW HOPE AGENCY INC.,A,2023-07-03,JASON MATTHEWS,Co-Owner,802 BRAND AVE,CLEMENTON,08021,609-972-3625,False,0
1811679798,"NEW HORIZONS IN AUTISM, INC.",A,2023-08-01,SIMONE WATERS,Director of Outreach & Development,75 LACEY RD STE 3,WHITING,08759,732-918-0850,False,0
1548689086,NEW JERSEY ADULT MEDICAL DAY CARE CENTER II,A,2014-04-14,JOAN MARIE GRANATO,Owner,290 CHESTNUT STREET,NEWARK,07105,973-578-2815,True,0
1316269152,"NEW JERSEY ADULT MEDICAL DAY CARE, INC.",A,2010-02-21,JOAN MARIE GRANANTO,Owner,22-08 ROUTE 208,FAIR LAWN,07410,201-736-5301,True,0
1992568877,NEW LIFE ADULT DAYCARE LLC,A,2024-02-02,USHA DARJI,co-Owner,727 FRANKLIN BLVD STE 6,SOMERSET,08873,732-253-5658,True,0
1407062409,NEW LIFE ADULT MEDICAL DAY CARE CORP,A,2007-05-15,ZHANNA ALERGANT,President,340 EVELYN ST,PARAMUS,07652,201-265-0606,True,0
1396001889,NEW LIFE ADULT SOCIAL DAY CARE,A,2012-04-09,RACHNABEN TRIPATHI,Administrator,727 FRANKLIN BLVD STE 6,SOMERSET,08873,732-253-5658,True,0
1215027966,NEWARK BETH ISRAEL MEDICAL CENTER INC,A,2006-10-13,DARRELL TERRY,CEO,201 LYONS AVE,NEWARK,07112,973-926-7000,False,0
1215115274,NEWARK EXTENED CARE FACILITY INC,A,2008-02-01,ELKY EISDORFER,ASSISTANT ADMINISTRATOR,65 JAY ST,NEWARK,07103,973-483-6800,True,0
1558838250,NIRAMAY ADULT DAY CARE LLC,A,2018-10-31,PRAFUL PATEL,Owner,290 ROUTE 46,PARSIPPANY,07054,973-396-8527,True,0
1750626255,NIRVANA ADULT DAY CARE LLC,A,2012-12-10,VISHAL PATEL,Partner,2050 OAK TREE RD,EDISON,08820,732-991-8527,True,0
1831517796,"NORTH BERGEN HEALTH CARE, LLC",A,2014-03-28,RICH MOLFETTA,C.F.O.,9020 WALL ST,NORTH BERGEN,07047,201-624-2750,True,0
1902945140,NORTH BERGEN SENIORS COUNT LLC,A,2007-02-05,MARIA CLYNES,administrator,6201 GRAND AVE,NORTH BERGEN,07047,201-869-4443,True,0
1659720381,NUTLEY ADULT DAY CARE INC,A,2016-06-03,SAQIB MALIK,Director Information Technology,"357-361 HARRISON ST,",NUTLEY,07110,551-689-6100,True,0
1740549203,NWANKWO G MEDICAL SERVICES LLC,A,2012-05-03,GLORIA NWANKWO,OWNER/PHYSICIAN,22 UNION AVE STE 105,IRVINGTON,07111,973-416-1111,True,0
1679355325,OASIS FAMILY SUPPORT L.L.C.,A,2023-10-17,MICHAEL MUGO,Co-Founder,624 ROBIN RD,HILLSBOROUGH,08844,908-937-4119,False,0
1467222422,ONE ADULT DAYCARE CENTER CORP,A,2024-01-02,HANNA KIM,Administrator,136 MEHRHOF RD,LITTLE FERRY,07643,201-572-2422,True,0
1831462704,OPEN ARMS ADULT DAY CLUB & SENIOR SERVICES LLC,A,2012-02-22,ELIANA DIGIACOMO,President,18B MAPLE ST,LEBANON,08833,908-840-4128,True,0
1013110923,"OPPORTUNITY PROJECT, INC.",A,2007-06-07,GERI ANN SWENARTON,"VP, Finance",60 E WILLOW ST,MILLBURN,07041,973-921-1000,False,0
1154623262,OSL CENTER,A,2010-11-22,JACKIE LYNCH,Director,14 S STATE ST,HACKENSACK,07601,201-562-7501,True,0
1568986131,"OUR HOME ADULT DAY CARE, LLC",A,2017-07-26,CHEE KIM,President,475 GRAND AVE,ENGLEWOOD,07631,201-541-1111,True,1
1992012157,"PABLO A. ARTETA, M.D.,P.C.",A,2010-09-09,PABLO ARTETA,Owner/Physician,426 57TH ST,WEST NEW YORK,07093,201-869-6000,True,0
1629508718,PAPA SENIOR RECREATION CENTER,A,2017-06-12,POPAT PATEL,MANAGER,843 SAINT GEORGE AVE,ROSELLE,07203,732-558-7236,True,0
1346779543,PARADISE ADULT DAY HEALTHCARE LLC,A,2017-06-09,VLADISLAV TOLCHEV,Administrator,23 WORLDS FAIR DR,SOMERSET,08873,732-595-5315,True,0
1083255012,"PARAM HEALTHCARE & IT SERVICES, INC",A,2019-10-01,VIPUL AMIN,PRESIDENT/OWNER,750 BLOOMFIELD AVE,CLIFTON,07012,908-296-5181,True,0
1033578851,"PARAM HEALTHCARE & IT SERVICES, INC.",A,2016-02-22,VIPUL AMIN,OWNER,60 E HANOVER AVE,MORRIS PLAINS,07950,908-296-5181,True,0
1558549287,PARKER HOME AND COMMUNITY BASED SERVICES INC,A,2008-02-05,EDWARD MATTHEWS,CFO,443 RIVER RD,HIGHLAND PARK,08904,732-418-8614,True,0
1679067433,PARKER HOME AND COMMUNITY BASED SERVICES INC,A,2018-06-15,MEGAN KOVALTCHOUK,Senior Director HCBS,200 OVERLOOK DR,MONROE TOWNSHIP,08831,609-655-6853,True,0
1871220582,PARKER HOME AND COMMUNITY BASED SERVICES INC,A,2022-08-03,ROBERTO MUNIZ,President,15 DELLWOOD LN,SOMERSET,08873,732-418-8618,True,0
1467210336,"PARKER HOME AND COMMUNITY BASED SERVICES, INC",A,2024-03-06,YULIER GOMEZ,Financial Services Mgr,1421 RIVER RD,PISCATAWAY,08854,732-545-8330,True,0
1477016681,PARR ENTERPRISES LLC,A,2019-04-14,SESH SUBRAMANIAN,Managing Owner,12 STULTS RD STE 125,DAYTON,08810,732-690-5801,False,0
1326387077,PARSIPPANY ADULT DAY CARE LLC,A,2013-01-31,DAXA PATEL,Owner,796 ROUTE 46,PARSIPPANY,07054,973-477-3836,True,0
1861732208,PARSIPPANY ADULT DAYCARE CENTER LLC,A,2013-02-21,RAJESH JARIWALA,President,28 WILLOW AVE,ISELIN,08830,917-520-4126,True,0
1417096157,PASSAIC COUNTY ELKS ADULT TRAINING CENTER,A,2007-02-06,STEPHANIE RICHVALSKY,Supervisor,600 US HIGHWAY 46,CLIFTON,07013,973-478-6655,True,0
1518250604,PASSAIC COUNTY ELKS CEREBRAL PALSY CENTER,A,2011-05-23,WILLIAM WEISS,Executive Director,1481 MAIN AVE,CLIFTON,07011,973-772-2600,True,0
1912889254,PEOPLE 2 PEOPLE,A,2025-07-25,QUNITA BRECKLEY,Owner,974 SUMMIT AVE,JERSEY CITY,07307,646-263-8998,False,0
1841832482,PERFECTING LIFE COMMUNITY CENTER,A,2019-10-15,LLOYD BROWN,Owner,183 BELMONT AVE,HALEDON,07508,201-528-3611,True,0
1336828805,PERICLES DAYCARE CENTER INC.,A,2023-07-12,CHRISTY FRANCOIS,President,31 GROVE RD,UNION,07083,908-418-0432,True,0
1093229064,PERSONALIZED POTENTIAL CENTER,A,2017-11-28,MEGAN PIOCH,Chief Operating Officer,20 ROOSEVELT AVE,ELMWOOD PARK,07407,201-956-0039,False,0
1669828950,PLAZA ADULT DAY CARE,A,2016-05-05,RITU CHITKARA,president,3 BLACK WALNUT WAY,MARLBORO,07746,732-308-0716,True,0
1316086994,"PLEASANT VALLEY ADULT DAY CENTER, INC",A,2007-02-06,JOSEPHINE SHARKEY,Executive Director,678 N BEERS ST,HOLMDEL,07733,732-888-4567,True,0
1821496712,PPMD WEST BERLIN 1ST FLOOR,A,2014-12-09,LEEANNA ROMAN-LOZADA,Precident / CEO,411 COMMERCE LN,WEST BERLIN,08091,856-753-7935,True,0
1730353764,PRESTIGE EDUCATIONAL MANAGEMENT,A,2008-04-22,DANA KEARNEY,Owner,4313 ROUTE 130,EDGEWATER PARK,08010,609-531-0128,True,0
1982357729,"PRESTIGE OF EWING AMDC, LLC",A,2022-02-01,ISAAC FELSENBURG,Member,1676 N OLDEN AVE,EWING,08638,609-434-0041,True,0
1073093506,PRESTIGE OF MARLTON AMDC LLC,A,2018-08-15,ISAAC FELSENBURG,CFO,14000 SAGEMORE DR,MARLTON,08053,917-951-3150,True,0
1235705948,"PRESTIGE OF NORTHFIELD AMDC, LLC",A,2021-06-02,ISAAC FELSENBURG,Member,331 TILTON RD,NORTHFIELD,08225,917-951-3150,True,0
1144973900,"PRESTIGE OF WOODLAND PARK AMDC, LLC",A,2022-02-01,UTSAV MODI,Member,1225 MCBRIDE AVE,WOODLAND PARK,07424,973-782-4112,True,0
